1538857154 2 1466000
1538857551 399 827000
1538857932 780 911998
1538858301 1149 1209999
1538858682 1530 799000
1538859051 1899 834000
1538859419 2267 890998
1538859786 2634 890998
1538860154 3002 957998
1538860535 3383 1102000
1538860897 3745 1102000
1538861266 4114 983000
1538861634 4482 904998
1538861937 4785 854000
1538862240 5088 932000
1538862543 5391 947000
1538862846 5694 835000
1538863150 5998 960998
1538863453 6301 897000
1538863826 6674 1197998
1538864129 6977 1199000
1538864432 7280 82000
