1538646441 3 700298
1538646813 375 884994
1538647210 772 902998
1538647597 1159 772998
1538647970 1532 985998
1538648358 1920 671998
1538648724 2286 675000
1538649090 2652 729000
1538649394 2956 783000
1538649767 3329 673998
1538650140 3702 788000
1538650442 4004 485000
1538650814 4376 757999
1538651211 4773 607000
1538652589 6151 607000

1538820550 3 1015591
1538820601 3 680916
1538820979 381 1464515
1538821377 779 1089984
1538821751 1153 1095942
1538822120 1522 1402992
1538822508 1910 1009996
1538822881 2283 1025988
1538823250 2652 982996
1538823631 3033 1298996
1538823990 3392 936992
1538824359 3761 1022994
1538824728 4130 849597
1538825101 4503 1040112
1538825463 4865 673958
1538825836 5238 1039735
1538826199 5601 1411048
1538826596 5998 1060994
1538826966 6368 889580
1538827329 6731 1025762

1538828809 2 1590724
1538829196 389 1031997
1538829584 777 1367994
1538829947 1140 1243146
1538830320 1513 1397900
1538830701 1894 1006196
1538831077 2270 1056988
1538831450 2643 1405516
1538831861 3054 1291620
1538832223 3416 1526702
1538832596 3789 1234870
1538832969 4162 718016
1538833332 4525 905188
1538833635 4828 858616
1538834008 5201 671935
1538834311 5504 999204
1538834721 5914 1021997
1538835133 6326 1064994
1538835506 6699 1075996

1538836936 3 974918
1538837317 384 1001312
1538837729 796 1035992
1538838103 1170 866298
1538838476 1543 1048995
1538838849 1916 993052
1538839221 2288 1197788
1538839589 2656 1492992
1538840017 3084 965996
1538840392 3459 1046980
1538840695 3762 884306
1538841064 4131 851923
1538841437 4504 1187270
1538841834 4901 966110
1538842203 5270 814684
1538842575 5642 1393282
1538842981 6048 1090758
1538843355 6422 1187206
1538843724 6791 1416282

1538848211 2 978454
1538848592 383 1055740
1538848973 764 1241976
1538849370 1161 923996
1538849743 1534 955998
1538850125 1916 1341996
1538850496 2287 1341996
1538850869 2660 1043998
1538851250 3041 1316996
1538851631 3422 920996
1538852005 3796 1088998
1538852373 4164 1078996
1538852755 4546 1218994
1538853152 4943 932998
1538853531 5322 997996
1538853912 5703 1236998
1538854285 6076 1421996
1538854657 6448 985998
1538855026 6817 921998
1538855395 7186 109000

1538857154 2 1466000
1538857551 399 827000
1538857932 780 911998
1538858301 1149 1209999
1538858682 1530 799000
1538859051 1899 834000
1538859419 2267 890998
1538859786 2634 890998
1538860154 3002 957998
1538860535 3383 1102000
1538860897 3745 1102000
1538861266 4114 983000
1538861634 4482 904998
1538861937 4785 854000
1538862240 5088 932000
1538862543 5391 947000
1538862846 5694 835000
1538863150 5998 960998
1538863453 6301 897000
1538863826 6674 1197998
1538864129 6977 1199000
1538864432 7280 82000

1538865205 2 1367412
1538865602 399 956996
1538865982 779 1237998
1538866355 1152 883998
1538866728 1525 834998
1538867101 1898 875998
1538867404 2201 865998
1538867776 2573 1151998
1538868149 2946 967998
1538868521 3318 896998
1538868890 3687 833000
1538869193 3990 1012000
1538869591 4388 967998
1538869964 4761 846998
1538870267 5064 931998
1538870635 5432 909998
1538871004 5801 843000
1538871377 6174 1284999
1538871773 6570 839998
1538872142 6939 887998
1538872544 7341 903000
1538926312 2 909450
1538926396 3 801002
1538926416 2 801002
1538926475 3 893261
1538926757 3 884175
1538927162 2 1050914
1538927213 3 950486
1538927271 4 939058
1538927420 2 805512
1538927698 3 1051634
