1538646441 3 1 0
1538646813 375 1 0
1538647210 772 1 0
1538647597 1159 3 0
1538647970 1532 2 0
1538648358 1920 4 0
1538648724 2286 3 0
1538649090 2652 2 0
1538649394 2956 2 0
1538649767 3329 2 0
1538650140 3702 2 0
1538650442 4004 2 0
1538650814 4376 2 0
1538651211 4773 2 0
1538652589 6151 2 0

1538820550 3 1 0
1538820601 3 1 0
1538820979 381 1 0
1538821377 779 2 0
1538821751 1153 2 0
1538822120 1522 2 0
1538822508 1910 4 0
1538822881 2283 3 0
1538823250 2652 3 0
1538823631 3033 3 0
1538823990 3392 3 0
1538824359 3761 3 0
1538824728 4130 2 0
1538825101 4503 2 0
1538825463 4865 2 0
1538825836 5238 2 0
1538826199 5601 2 0
1538826596 5998 4 0
1538826966 6368 3 0
1538827329 6731 3 0
1538827691 7093 3 0

1538828809 2 1 0
1538829196 389 1 0
1538829584 777 2 0
1538829947 1140 4 0
1538830320 1513 3 0
1538830701 1894 3 0
1538831077 2270 2 0
1538831450 2643 2 0
1538831861 3054 4 0
1538832223 3416 3 0
1538832596 3789 3 0
1538832969 4162 2 0
1538833332 4525 2 0
1538833635 4828 2 0
1538834008 5201 2 0
1538834311 5504 2 0
1538834721 5914 2 0
1538835133 6326 2 0
1538835506 6699 2 0
1538835878 7071 4 0
1538836180 7373 4 0

1538836936 3 1 0
1538837317 384 1 0
1538837729 796 2 0
1538838103 1170 2 0
1538838476 1543 2 0
1538838849 1916 2 0
1538839221 2288 2 0
1538839589 2656 2 0
1538840017 3084 4 0
1538840392 3459 3 0
1538840695 3762 3 0
1538841064 4131 2 0
1538841437 4504 2 0
1538841834 4901 2 0
1538842203 5270 2 0
1538842575 5642 2 0
1538842981 6048 2 0
1538843355 6422 2 0
1538843724 6791 2 0
1538844120 7187 4 0

1538848211 2 1 0
1538848592 383 1 0
1538848973 764 2 0
1538849370 1161 4 0
1538849743 1534 3 0
1538850125 1916 3 0
1538850496 2287 3 0
1538850869 2660 3 0
1538851250 3041 3 0
1538851631 3422 3 0
1538852005 3796 3 0
1538852373 4164 2 0
1538852755 4546 2 0
1538853152 4943 4 0
1538853531 5322 3 0
1538853912 5703 3 0
1538854285 6076 3 0
1538854657 6448 3 0
1538855026 6817 3 0
1538855395 7186 3 0
1538855702 7493 3 0

1538857154 2 1 0
1538857551 399 1 0
1538857932 780 2 0
1538858301 1149 2 0
1538858682 1530 2 0
1538859051 1899 2 0
1538859419 2267 2 0
1538859786 2634 2 0
1538860154 3002 2 0
1538860535 3383 2 0
1538860897 3745 2 0
1538861266 4114 2 0
1538861634 4482 2 0
1538861937 4785 2 0
1538862240 5088 2 0
1538862543 5391 2 0
1538862846 5694 2 0
1538863150 5998 2 0
1538863453 6301 2 0
1538863826 6674 2 0
1538864129 6977 2 0
1538864432 7280 2 0

1538865205 2 1 0
1538865602 399 1 0
1538865982 779 2 0
1538866355 1152 4 0
1538866728 1525 3 0
1538867101 1898 2 0
1538867404 2201 2 0
1538867776 2573 2 0
1538868149 2946 2 0
1538868521 3318 2 0
1538868890 3687 2 0
1538869193 3990 2 0
1538869591 4388 2 0
1538869964 4761 2 0
1538870267 5064 2 0
1538870635 5432 2 0
1538871004 5801 2 0
1538871377 6174 2 0
1538871773 6570 2 0
1538872142 6939 2 0
1538872544 7341 2 0
1538872915 7712 2 0
1538926757 3 1 0
1538927162 2 1 0
1538927213 3 1 0
1538927271 4 1 0
1538927420 2 1 0
1538927698 3 1 0
