1538646441 3 1 231010
1538646813 375 1 582071
1538647210 772 1 625019
1538647597 1159 2 590326
1538647970 1532 2 781849
1538648358 1920 2 505317
1538648724 2286 2 518780
1538649090 2652 2 515834
1538649394 2956 2 491137
1538649767 3329 2 621931
1538650140 3702 2 626595
1538650442 4004 2 543861
1538650814 4376 1 664963
1538651211 4773 1 687921
1538652589 6151 1 687921

1538820550 3 1 305678
1538820601 3 1 228559
1538820979 381 1 927776
1538821377 779 2 866360
1538821751 1153 2 788676
1538822120 1522 2 927429
1538822508 1910 2 837129
1538822881 2283 2 830070
1538823250 2652 2 936602
1538823631 3033 2 750772
1538823990 3392 2 755562
1538824359 3761 2 680372
1538824728 4130 2 654018
1538825101 4503 1 700188
1538825463 4865 1 550588
1538825836 5238 1 727181
1538826199 5601 1 841585
1538826596 5998 3 929428
1538826966 6368 3 795910
1538827329 6731 2 735130

1538828809 2 1 328283
1538829196 389 1 703539
1538829584 777 2 1001505
1538829947 1140 2 855864
1538830320 1513 2 1027143
1538830701 1894 2 748817
1538831077 2270 2 880416
1538831450 2643 2 968470
1538831861 3054 2 958058
1538832223 3416 2 974606
1538832596 3789 2 741391
1538832969 4162 2 525366
1538833332 4525 1 633218
1538833635 4828 1 534013
1538834008 5201 1 547053
1538834311 5504 1 649700
1538834721 5914 1 707757
1538835133 6326 1 737782
1538835506 6699 2 904330

1538836936 3 1 304087
1538837317 384 1 714403
1538837729 796 1 663085
1538838103 1170 2 742562
1538838476 1543 2 784693
1538838849 1916 2 823234
1538839221 2288 2 718859
1538839589 2656 2 941316
1538840017 3084 2 839632
1538840392 3459 2 906356
1538840695 3762 2 706740
1538841064 4131 2 558581
1538841437 4504 1 880409
1538841834 4901 2 756283
1538842203 5270 2 654136
1538842575 5642 1 895184
1538842981 6048 2 921843
1538843355 6422 2 732785
1538843724 6791 2 920734

1538848211 2 1 312193
1538848592 383 1 736862
1538848973 764 1 873737
1538849370 1161 2 777785
1538849743 1534 2 891308
1538850125 1916 2 808321
1538850496 2287 2 808321
1538850869 2660 2 811680
1538851250 3041 2 843953
1538851631 3422 4 795799
1538852005 3796 2 827430
1538852373 4164 2 777562
1538852755 4546 2 842610
1538853152 4943 4 784198
1538853531 5322 2 884410
1538853912 5703 4 783826
1538854285 6076 2 647456
1538854657 6448 2 780543
1538855026 6817 2 798470
1538855395 7186 2 113415

1538857154 2 1 279875
1538857551 399 1 600614
1538857932 780 1 888435
1538858301 1149 2 869353
1538858682 1530 2 659845
1538859051 1899 2 605591
1538859419 2267 1 650389
1538859786 2634 1 650389
1538860154 3002 1 882490
1538860535 3383 2 741795
1538860897 3745 2 741795
1538861266 4114 2 703562
1538861634 4482 1 620470
1538861937 4785 1 626482
1538862240 5088 1 636461
1538862543 5391 1 605653
1538862846 5694 1 648876
1538863150 5998 1 625106
1538863453 6301 1 829624
1538863826 6674 2 865696
1538864129 6977 2 847459
1538864432 7280 2 110730

1538865205 2 1 323890
1538865602 399 1 767125
1538865982 779 1 933070
1538866355 1152 2 746832
1538866728 1525 2 796460
1538867101 1898 2 644817
1538867404 2201 2 631199
1538867776 2573 2 766821
1538868149 2946 2 780477
1538868521 3318 2 808074
1538868890 3687 2 664835
1538869193 3990 2 594194
1538869591 4388 2 716975
1538869964 4761 2 769581
1538870267 5064 2 722682
1538870635 5432 2 629152
1538871004 5801 2 691377
1538871377 6174 2 769772
1538871773 6570 2 595885
1538872142 6939 2 681710
1538872544 7341 2 729901
1538926312 2 1 332019
1538926396 3 1 247518
1538926416 2 1 247518
1538926475 3 1 247011
1538926757 3 1 249874
1538927162 2 1 333050
1538927213 3 1 332739
1538927271 4 1 332584
1538927420 2 1 249457
1538927698 3 1 331723
