1538646441 3 231094
1538646813 375 728051
1538647210 772 625066
1538647597 1159 658122
1538647970 1532 781656
1538648358 1920 504222
1538648724 2286 543246
1538649090 2652 559380
1538649394 2956 599188
1538649767 3329 682964
1538650140 3702 635212
1538650442 4004 543570
1538650814 4376 536410
1538651211 4773 694634
1538652589 6151 694634

1538820550 3 305855
1538820601 3 228723
1538820979 381 929300
1538821377 779 867234
1538821751 1153 788214
1538822120 1522 1007768
1538822508 1910 859646
1538822881 2283 812182
1538823250 2652 896136
1538823631 3033 852096
1538823990 3392 792710
1538824359 3761 682608
1538824728 4130 600740
1538825101 4503 702353
1538825463 4865 544836
1538825836 5238 726729
1538826199 5601 794856
1538826596 5998 871986
1538826966 6368 837304
1538827329 6731 843663

1538828809 2 328546
1538829196 389 1028658
1538829584 777 779968
1538829947 1140 728956
1538830320 1513 823880
1538830701 1894 912518
1538831077 2270 995282
1538831450 2643 766888
1538831861 3054 757868
1538832223 3416 778876
1538832596 3789 695534
1538832969 4162 535556
1538833332 4525 772705
1538833635 4828 665629
1538834008 5201 686632
1538834311 5504 793618
1538834721 5914 920361
1538835133 6326 977757
1538835506 6699 997852
1538835878 7071 997852
1538836180 7373 997852

1538836936 3 304525
1538837317 384 1046344
1538837729 796 988420
1538838103 1170 822566
1538838476 1543 672770
1538838849 1916 755604
1538839221 2288 647746
1538839589 2656 1064588
1538840017 3084 932480
1538840392 3459 991332
1538840695 3762 779654
1538841064 4131 555710
1538841437 4504 727085
1538841834 4901 790058
1538842203 5270 647230
1538842575 5642 741807
1538842981 6048 954847
1538843355 6422 641598
1538843724 6791 848556

1538848211 2 312404
1538848592 383 944845
1538848973 764 741758
1538849370 1161 867425
1538849743 1534 976423
1538850125 1916 807457
1538850496 2287 807457
1538850869 2660 878868
1538851250 3041 868140
1538851631 3422 685836
1538852005 3796 867923
1538852373 4164 844507
1538852755 4546 865667
1538853152 4943 706363
1538853531 5322 882728
1538853912 5703 761646
1538854285 6076 699093
1538854657 6448 802336
1538855026 6817 809534
1538855395 7186 101588

1538857154 2 280164
1538857551 399 870094
1538857932 780 686752
1538858301 1149 696431
1538858682 1530 850280
1538859051 1899 789486
1538859419 2267 799229
1538859786 2634 799229
1538860154 3002 711635
1538860535 3383 742532
1538860897 3745 742532
1538861266 4114 770657
1538861634 4482 750435
1538861937 4785 756118
1538862240 5088 750136
1538862543 5391 738949
1538862846 5694 782729
1538863150 5998 734538
1538863453 6301 809329
1538863826 6674 727781
1538864129 6977 726138
1538864432 7280 35528

1538865205 2 324236
1538865602 399 984426
1538865982 779 730984
1538866355 1152 642542
1538866728 1525 696458
1538867101 1898 813290
1538867404 2201 810160
1538867776 2573 701158
1538868149 2946 670680
1538868521 3318 690462
1538868890 3687 662586
1538869193 3990 760084
1538869591 4388 623212
1538869964 4761 655921
1538870267 5064 617924
1538870635 5432 779707
1538871004 5801 838121
1538871377 6174 717479
1538871773 6570 779213
1538872142 6939 843249
1538872544 7341 675712
1538926312 2 332094
1538926396 3 247595
1538926416 2 247595
1538926475 3 247259
1538926757 3 249826
1538927162 2 333377
1538927213 3 332822
1538927271 4 332489
1538927420 2 249576
1538927698 3 331903
