1538646441 3 0
1538646813 375 0
1538647210 772 0
1538647597 1159 0
1538647970 1532 0
1538648358 1920 0
1538648724 2286 0
1538649090 2652 0
1538649394 2956 0
1538649767 3329 0
1538650140 3702 0
1538650442 4004 0
1538650814 4376 0
1538651211 4773 0
1538652589 6151 0

1538820550 3 0
1538820601 3 0
1538820979 381 0
1538821377 779 0
1538821751 1153 0
1538822120 1522 0
1538822508 1910 0
1538822881 2283 0
1538823250 2652 0
1538823631 3033 0
1538823990 3392 0
1538824359 3761 0
1538824728 4130 0
1538825101 4503 0
1538825463 4865 0
1538825836 5238 0
1538826199 5601 0
1538826596 5998 0
1538826966 6368 0
1538827329 6731 0
1538827691 7093 0

1538828809 2 0
1538829196 389 0
1538829584 777 0
1538829947 1140 0
1538830320 1513 0
1538830701 1894 0
1538831077 2270 0
1538831450 2643 0
1538831861 3054 0
1538832223 3416 0
1538832596 3789 0
1538832969 4162 0
1538833332 4525 0
1538833635 4828 0
1538834008 5201 0
1538834311 5504 0
1538834721 5914 0
1538835133 6326 0
1538835506 6699 0
1538835878 7071 0
1538836180 7373 0

1538836936 3 0
1538837317 384 0
1538837729 796 0
1538838103 1170 0
1538838476 1543 0
1538838849 1916 0
1538839221 2288 0
1538839589 2656 0
1538840017 3084 0
1538840392 3459 0
1538840695 3762 0
1538841064 4131 0
1538841437 4504 0
1538841834 4901 0
1538842203 5270 0
1538842575 5642 0
1538842981 6048 0
1538843355 6422 0
1538843724 6791 0
1538844120 7187 0

1538848211 2 0
1538848592 383 0
1538848973 764 0
1538849370 1161 0
1538849743 1534 0
1538850125 1916 0
1538850496 2287 0
1538850869 2660 0
1538851250 3041 0
1538851631 3422 0
1538852005 3796 0
1538852373 4164 0
1538852755 4546 0
1538853152 4943 0
1538853531 5322 0
1538853912 5703 0
1538854285 6076 0
1538854657 6448 0
1538855026 6817 0
1538855395 7186 0
1538855702 7493 0

1538857154 2 0
1538857551 399 0
1538857932 780 0
1538858301 1149 0
1538858682 1530 0
1538859051 1899 0
1538859419 2267 0
1538859786 2634 0
1538860154 3002 0
1538860535 3383 0
1538860897 3745 0
1538861266 4114 0
1538861634 4482 0
1538861937 4785 0
1538862240 5088 0
1538862543 5391 0
1538862846 5694 0
1538863150 5998 0
1538863453 6301 0
1538863826 6674 0
1538864129 6977 0
1538864432 7280 0

1538865205 2 0
1538865602 399 0
1538865982 779 0
1538866355 1152 0
1538866728 1525 0
1538867101 1898 0
1538867404 2201 0
1538867776 2573 0
1538868149 2946 0
1538868521 3318 0
1538868890 3687 0
1538869193 3990 0
1538869591 4388 0
1538869964 4761 0
1538870267 5064 0
1538870635 5432 0
1538871004 5801 0
1538871377 6174 0
1538871773 6570 0
1538872142 6939 0
1538872544 7341 0
1538872915 7712 0
1538926312 2 0
1538926396 3 0
1538926416 2 0
1538926475 3 0
1538926757 3 0
1538927162 2 0
1538927213 3 0
1538927271 4 0
1538927420 2 0
1538927698 3 0
