1538646441 3 637001
1538646813 375 1396148
1538647210 772 1881469
1538647597 1159 1468995
1538647970 1532 1967662
1538648358 1920 1543044
1538648724 2286 1418982
1538649090 2652 1421088
1538649394 2956 1348422
1538649767 3329 1549116
1538650140 3702 1551850
1538650442 4004 1348732
1538650814 4376 1776630
1538651211 4773 1769562
1538652589 6151 1769562

1538820550 3 843294
1538820601 3 631390
1538820979 381 2317359
1538821377 779 2375148
1538821751 1153 2171272
1538822120 1522 2568918
1538822508 1910 2326540
1538822881 2283 2283345
1538823250 2652 2471565
1538823631 3033 2065782
1538823990 3392 2064378
1538824359 3761 1852671
1538824728 4130 1781012
1538825101 4503 2019206
1538825463 4865 1486052
1538825836 5238 1896232
1538826199 5601 2440188
1538826596 5998 2457168
1538826966 6368 2091783
1538827329 6731 1767492

1538828809 2 905328
1538829196 389 1738198
1538829584 777 2741518
1538829947 1140 2353288
1538830320 1513 2802288
1538830701 1894 2064189
1538831077 2270 2060718
1538831450 2643 2639478
1538831861 3054 2639460
1538832223 3416 2663400
1538832596 3789 1901043
1538832969 4162 1450516
1538833332 4525 1726974
1538833635 4828 1467186
1538834008 5201 1509252
1538834311 5504 1777982
1538834721 5914 1974170
1538835133 6326 2187736
1538835506 6699 2305838

1538836936 3 837656
1538837317 384 1753610
1538837729 796 2226262
1538838103 1170 1832074
1538838476 1543 1953732
1538838849 1916 2294922
1538839221 2288 2025306
1538839589 2656 2787928
1538840017 3084 2331292
1538840392 3459 2404155
1538840695 3762 1860204
1538841064 4131 1557094
1538841437 4504 2306832
1538841834 4901 1920438
1538842203 5270 1635134
1538842575 5642 2350208
1538842981 6048 2149608
1538843355 6422 2120302
1538843724 6791 2707690

1538848211 2 859797
1538848592 383 1750580
1538848973 764 2498594
1538849370 1161 1948088
1538849743 1534 2322420
1538850125 1916 2350737
1538850496 2287 2350737
1538850869 2660 2023692
1538851250 3041 2436990
1538851631 3422 2134743
1538852005 3796 2043090
1538852373 4164 1948928
1538852755 4546 2436934
1538853152 4943 1962920
1538853531 5322 2028168
1538853912 5703 2014107
1538854285 6076 1850472
1538854657 6448 1966362
1538855026 6817 1958553
1538855395 7186 418527

1538857154 2 771012
1538857551 399 1651632
1538857932 780 1899572
1538858301 1149 2392494
1538858682 1530 1808958
1538859051 1899 1647430
1538859419 2267 1793966
1538859786 2634 1793966
1538860154 3002 2403436
1538860535 3383 1847420
1538860897 3745 1847420
1538861266 4114 1726114
1538861634 4482 1707366
1538861937 4785 1723438
1538862240 5088 1741228
1538862543 5391 1773046
1538862846 5694 1895094
1538863150 5998 1804370
1538863453 6301 1914716
1538863826 6674 2265972
1538864129 6977 2209592
1538864432 7280 253298

1538865205 2 892418
1538865602 399 1764639
1538865982 779 2546684
1538866355 1152 1869536
1538866728 1525 1990437
1538867101 1898 1754714
1538867404 2201 1750112
1538867776 2573 2268626
1538868149 2946 2153170
1538868521 3318 2096718
1538868890 3687 1817470
1538869193 3990 1621988
1538869591 4388 1951428
1538869964 4761 1918250
1538870267 5064 1783782
1538870635 5432 1725154
1538871004 5801 1907326
1538871377 6174 2302866
1538871773 6570 1748012
1538872142 6939 1929242
1538872544 7341 1905736
1538926312 2 914786
1538926396 3 680179
1538926416 2 680179
1538926475 3 677467
1538926757 3 681729
1538927162 2 916546
1538927213 3 918023
1538927271 4 919384
1538927420 2 688966
1538927698 3 907356
