1538646441 3 61663
1538646813 375 157757
1538647210 772 157182
1538647597 1159 134695
1538647970 1532 221559
1538648358 1920 152010
1538648724 2286 153333
1538649090 2652 138177
1538649394 2956 136566
1538649767 3329 137327
1538650140 3702 142836
1538650442 4004 127366
1538650814 4376 168814
1538651211 4773 160315
1538652589 6151 160315

1538820550 3 80685
1538820601 3 60715
1538820979 381 241830
1538821377 779 193063
1538821751 1153 226370
1538822120 1522 268567
1538822508 1910 221580
1538822881 2283 230461
1538823250 2652 206589
1538823631 3033 207334
1538823990 3392 211054
1538824359 3761 181275
1538824728 4130 159669
1538825101 4503 182364
1538825463 4865 147563
1538825836 5238 207369
1538826199 5601 200567
1538826596 5998 195176
1538826966 6368 181086
1538827329 6731 209790

1538828809 2 89042
1538829196 389 203438
1538829584 777 263245
1538829947 1140 238801
1538830320 1513 256557
1538830701 1894 199767
1538831077 2270 238626
1538831450 2643 252715
1538831861 3054 274754
1538832223 3416 262289
1538832596 3789 193599
1538832969 4162 151292
1538833332 4525 161366
1538833635 4828 148725
1538834008 5201 156576
1538834311 5504 165354
1538834721 5914 181706
1538835133 6326 245406
1538835506 6699 192568
1538835878 7071 192568
1538836180 7373 192568

1538836936 3 80430
1538837317 384 214949
1538837729 796 195415
1538838103 1170 211977
1538838476 1543 204234
1538838849 1916 214555
1538839221 2288 236525
1538839589 2656 274191
1538840017 3084 229442
1538840392 3459 258160
1538840695 3762 185728
1538841064 4131 155154
1538841437 4504 240200
1538841834 4901 174289
1538842203 5270 159835
1538842575 5642 231751
1538842981 6048 203709
1538843355 6422 239276
1538843724 6791 261128

1538848211 2 82340
1538848592 383 198350
1538848973 764 239598
1538849370 1161 188127
1538849743 1534 200097
1538850125 1916 235540
1538850496 2287 235540
1538850869 2660 181707
1538851250 3041 260408
1538851631 3422 197589
1538852005 3796 183970
1538852373 4164 183647
1538852755 4546 259542
1538853152 4943 161010
1538853531 5322 253149
1538853912 5703 170493
1538854285 6076 163869
1538854657 6448 190930
1538855026 6817 174488
1538855395 7186 44777

1538857154 2 74015
1538857551 399 181475
1538857932 780 226146
1538858301 1149 245807
1538858682 1530 172962
1538859051 1899 150344
1538859419 2267 174305
1538859786 2634 174305
1538860154 3002 225200
1538860535 3383 173580
1538860897 3745 173580
1538861266 4114 154743
1538861634 4482 170186
1538861937 4785 175341
1538862240 5088 162648
1538862543 5391 165980
1538862846 5694 180016
1538863150 5998 157207
1538863453 6301 212788
1538863826 6674 240031
1538864129 6977 212462
1538864432 7280 28843

1538865205 2 84813
1538865602 399 204090
1538865982 779 236551
1538866355 1152 181408
1538866728 1525 181316
1538867101 1898 161701
1538867404 2201 171190
1538867776 2573 234878
1538868149 2946 172433
1538868521 3318 193933
1538868890 3687 185702
1538869193 3990 158484
1538869591 4388 172348
1538869964 4761 178381
1538870267 5064 159060
1538870635 5432 173830
1538871004 5801 188015
1538871377 6174 223766
1538871773 6570 160636
1538872142 6939 184953
1538872544 7341 177820
1538926312 2 95952
1538926396 3 72177
1538926416 2 72177
1538926475 3 71591
1538926757 3 64739
1538927162 2 91362
1538927213 3 93657
1538927271 4 95055
1538927420 2 72065
1538927698 3 86054
