1538646441 3 1 231002
1538646813 375 1 582353
1538647210 772 2 725457
1538647597 1159 2 503330
1538647970 1532 2 682176
1538648358 1920 2 593635
1538648724 2286 2 522375
1538649090 2652 2 514615
1538649394 2956 2 491072
1538649767 3329 2 533629
1538650140 3702 2 539362
1538650442 4004 2 462974
1538650814 4376 2 664759
1538651211 4773 2 603530
1538652589 6151 11 603530

1538820550 3 1 305648
1538820601 3 1 228521
1538820979 381 1 927636
1538821377 779 2 866128
1538821751 1153 2 788606
1538822120 1522 2 927462
1538822508 1910 2 837106
1538822881 2283 2 829910
1538823250 2652 2 936797
1538823631 3033 2 750678
1538823990 3392 2 755588
1538824359 3761 2 680369
1538824728 4130 2 653979
1538825101 4503 1 700061
1538825463 4865 1 549769
1538825836 5238 1 726496
1538826199 5601 1 1055896
1538826596 5998 1 761165
1538826966 6368 2 754836
1538827329 6731 2 848447

1538828809 2 1 328280
1538829196 389 1 761098
1538829584 777 2 1001558
1538829947 1140 2 855818
1538830320 1513 2 1027027
1538830701 1894 2 748749
1538831077 2270 4 936478
1538831450 2643 3 888894
1538831861 3054 3 880028
1538832223 3416 2 974753
1538832596 3789 2 741945
1538832969 4162 2 525279
1538833332 4525 2 630385
1538833635 4828 2 534143
1538834008 5201 1 547016
1538834311 5504 1 649725
1538834721 5914 1 719663
1538835133 6326 2 887040
1538835506 6699 2 774960

1538836936 3 1 304126
1538837317 384 1 716421
1538837729 796 2 900657
1538838103 1170 2 620127
1538838476 1543 2 672666
1538838849 1916 2 829882
1538839221 2288 2 725157
1538839589 2656 2 1066748
1538840017 3084 2 839246
1538840392 3459 2 779808
1538840695 3762 2 594080
1538841064 4131 2 565973
1538841437 4504 1 880215
1538841834 4901 1 660118
1538842203 5270 2 651067
1538842575 5642 2 903972
1538842981 6048 2 918939
1538843355 6422 2 729336
1538843724 6791 2 915714

1538848211 2 1 312217
1538848592 383 1 734454
1538848973 764 2 942758
1538849370 1161 2 666710
1538849743 1534 2 891804
1538850125 1916 2 814885
1538850496 2287 2 814885
1538850869 2660 2 699978
1538851250 3041 2 958138
1538851631 3422 2 682806
1538852005 3796 2 703587
1538852373 4164 2 668660
1538852755 4546 2 962585
1538853152 4943 2 617928
1538853531 5322 2 891821
1538853912 5703 2 661675
1538854285 6076 2 652172
1538854657 6448 2 673183
1538855026 6817 2 682135
1538855395 7186 2 183020

1538857154 2 1 279871
1538857551 399 1 600532
1538857932 780 2 888046
1538858301 1149 2 866085
1538858682 1530 2 663046
1538859051 1899 2 605196
1538859419 2267 2 650052
1538859786 2634 2 650052
1538860154 3002 2 883392
1538860535 3383 2 631951
1538860897 3745 2 631951
1538861266 4114 2 593270
1538861634 4482 2 619966
1538861937 4785 2 626182
1538862240 5088 2 639990
1538862543 5391 2 711266
1538862846 5694 2 762274
1538863150 5998 2 720643
1538863453 6301 2 836613
1538863826 6674 2 751537
1538864129 6977 2 740100
1538864432 7280 2 58592

1538865205 2 1 323882
1538865602 399 1 766217
1538865982 779 2 936238
1538866355 1152 2 639336
1538866728 1525 2 686699
1538867101 1898 2 645075
1538867404 2201 2 635399
1538867776 2573 2 867338
1538868149 2946 2 781152
1538868521 3318 2 689394
1538868890 3687 2 664653
1538869193 3990 2 595959
1538869591 4388 2 717795
1538869964 4761 2 659946
1538870267 5064 2 614623
1538870635 5432 1 619162
1538871004 5801 1 698819
1538871377 6174 2 882149
1538871773 6570 2 595182
1538872142 6939 2 683614
1538872544 7341 2 635786
1538926757 3 1 249920
1538927162 2 1 333056
1538927213 3 1 332716
1538927271 4 1 332634
1538927420 2 1 249458
1538927698 3 1 331757
