1538820550 3 1 80665
1538820601 3 1 60704
1538820979 381 1 241856
1538821377 779 1 193031
1538821751 1153 1 226390
1538822120 1522 1 268561
1538822508 1910 1 191520
1538822881 2283 1 195072
1538823250 2652 1 237474
1538823631 3033 1 207893
1538823990 3392 1 210256
1538824359 3761 1 185863
1538824728 4130 1 159611
1538825101 4503 1 182361
1538825463 4865 1 147580
1538825836 5238 1 207342
1538826199 5601 1 200548
1538826596 5998 1 195144
1538826966 6368 1 181086
1538827329 6731 1 209771
1538827691 7093 1 0
